  122 ZINC00009609 ZINC 2.273e+03   1.39e-35 -52.2    0        0        -52.2      0  3  3 0.25
  135 ZINC00004993 ZINC 2.373e+03   2.39e-35 -40.5    0        0        -40.5      0  3  3 0.28
  121 ZINC00009609 ZINC 2.104e+03   2.88e-35 -56.8    0        0        -56.8      0  3  3 0.24
  126 ZINC00000557 ZINC 1.978e+03   9.75e-36 -44.3    0        0        -44.3      0  3  3 0.21
  139 ZINC00007127 <0>1 1.189e+03   -28.6    -9.63    0        0        -38.2      8  3  3 0.15
  124 ZINC00006494 ZINC 1.969e+03   2.35e-35 -44      0        0        -44        0  3  3 0.51
  125 ZINC00006521 ZINC 2.147e+03   2.8e-36  -49      0        0        -49        0  3  3 0.19
  130 ZINC00004052 <0>1 1.215e+03   -42.9    -5.03    0        0        -47.9      8  3  3 0.03
  128 ZINC00003697 ZINC 1.961e+03   2.3e-35  -41.9    0        0        -41.9      0  3  3 0.29
  143 ZINC00009203 <0>1 1.403e+03   -14.3    -15.8    0        0        -30.1      9  3  3 0.03
  129 ZINC00004052 <0>1 1.338e+03   -64.8    -5.4     0        0        -70.2      2  3  3 0.29
  134 ZINC00004993 ZINC 2.467e+03   1.35e-35 -46.4    0        0        -46.4      0  3  3 0.21
  132 ZINC00004072 <0>1 1.474e+03   -62.8    1.51     0        0        -61.3      8  3  3 0.01
  147 ZINC00000884 ZINC 2.116e+03   2.02e-35 -46.1    0        0        -46.1      0  3  3 0.57
  133 ZINC00004342 <0>1 1.266e+03   -56.2    -4.31    0        0        -60.5      7  3  3 0.08
  138 ZINC00006292 ZINC 2.227e+03   1.51e-35 -43.7    0        0        -43.7      0  3  3 0.13
  136 ZINC00005429 ZINC 2.267e+03   8.8e-36  -38.1    0        0        -38.1      0  3  3 0.31
  151 ZINC00000417 ZINC 2.041e+03   1.77e-35 -47.8    0        0        -47.8      0  3  3 0.49
  137 ZINC00006284 ZINC 2.160e+03   1.67e-35 -39.8    0        0        -39.8      0  3  3 0.47
  142 ZINC00007127 <0>1 1.256e+03   -38.9    -1.55    0        0        -40.4      6  3  3 0.00
  140 ZINC00007127 <0>1 1.290e+03   -40.5    -13.2    0        0        -53.8      9  3  3 0.00
  155 ZINC00006545 ZINC 2.078e+03   1.8e-35  -44.8    0        0        -44.8      0  3  3 0.38
  141 ZINC00007127 <0>1 1.247e+03   -31.1    -11.7    0        0        -42.8      6  3  3 0.03
  146 ZINC00009781 ZINC 2.312e+03   2.54e-35 -44.3    0        0        -44.3      0  3  3 0.49
  145 ZINC00009599 <0>1 1.562e+03   -25.6    -10.9    0        0        -36.6      1  3  3 0.26
  150 ZINC00000417 ZINC 2.065e+03   1.71e-35 -44.2    0        0        -44.2      0  3  3 0.51
  159 ZINC00006921 <0>1 1.470e+03   -39.4    -6.7     0        0        -46.1      9  3  3 0.03
  149 ZINC00001703 <0>1 1.385e+03   -12.7    -16.8    0        0        -29.5      9  3  3 0.14
  163 ZINC00007936 UNL1 1.096e+03   0.687    -26.5    0        0        -25.8      1  3  3 0.57
  154 ZINC00004941 <0>1 1.380e+03   -52.4    -16.6    0        0        -69.1      5  3  3 0.60
  144 ZINC00009486 ZINC 2.231e+03   1.92e-35 -41      0        0        -41        0  3  3 0.40
  167 ZINC00008998 <0>1 1.417e+03   -18      -14.5    0        0        -32.5      5  3  3 0.00
  153 ZINC00004896 <0>1 1.637e+03   -37.5    -3.89    0        0        -41.4      6  3  3 0.06
  148 ZINC00001703 <0>1 1.164e+03   -41      -21.6    0        0        -62.6      6  3  3 0.28
  158 ZINC00006545 ZINC 1.823e+03   9.13e-36 -37.6    0        0        -37.6      8  3  3 0.25
  171 ZINC00009168 <0>1 1.195e+03   -79      6.51     0        0        -72.5      1  3  3 0.03
  152 ZINC00004896 <0>1 1.529e+03   -48.3    -17.3    0        0        -65.6     10  3  3 0.53
  162 ZINC00007404 ZINC 1.703e+03   1.5e-35  -42.9    0        0        -42.9      0  3  3 0.44
  157 ZINC00006545 ZINC 1.817e+03   9.94e-36 -31.3    0        0        -31.3     10  3  3 0.29
  175 ZINC00009508 ZINC 1.745e+03   7.17e-36 -35.5    0        0        -35.5      0  3  3 0.27
  166 ZINC00008844 ZINC 1.539e+03   1.24e-35 -38.1    0        0        -38.1      0  3  3 0.52
  161 ZINC00007404 ZINC 1.513e+03   1.26e-35 -27.4    0        0        -27.4      2  3  3 0.33
  156 ZINC00006545 ZINC 1.859e+03   1.79e-35 -31.2    0        0        -31.2      2  3  3 0.35
  170 ZINC00009168 <0>1 1.233e+03   -38.1    -8.34    0        0        -46.4      3  3  3 0.04
  179 ZINC00002060 ZINC 1.693e+03   2.17e-35 -45.6    0        0        -45.6      0  3  3 0.06
  165 ZINC00006561 ZINC 1.828e+03   2.18e-35 -43.1    0        0        -43.1      0  3  3 0.49
  160 ZINC00007346 <0>1 1.536e+03   -31.9    -4.76    0        0        -36.7     10  3  3 0.00
  174 ZINC00009223 <0>1 1.341e+03   -59.2    -3.42    0        0        -62.6      9  3  3 0.27
  183 ZINC00003208 ZINC 1.949e+03   1.48e-35 -47.3    0        0        -47.3      0  3  3 0.36
  169 ZINC00009168 <0>1 1.133e+03   -34.5    -18.3    0        0        -52.7      6  3  3 0.01
  164 ZINC00008315 ZINC 1.764e+03   1.04e-35 -36.8    0        0        -36.8      0  3  3 0.47
  178 ZINC00005702 <0>1 1.486e+03   -30.8    -7.75    0        0        -38.5      7  3  3 0.01
  173 ZINC00009168 <0>1 1.138e+03   -56.2    -3.7     0        0        -59.9      6  3  3 0.03
  187 ZINC00004094 ZINC 1.759e+03   1.88e-35 -37.3    0        0        -37.3      0  3  3 0.13
  168 ZINC00009146 ZINC 2.396e+03   2.48e-35 -47.3    0        0        -47.3      0  3  3 0.50
  182 ZINC00003208 ZINC 2.192e+03   2.22e-35 -45.5    0        0        -45.5      0  3  3 0.47
  177 ZINC00000613 <0>1 1.326e+03   -13.1    -16.8    0        0        -29.9      2  3  3 0.14
  172 ZINC00009168 <0>1 1.199e+03   -61.1    -0.222   0        0        -61.3      7  3  3 0.05
  191 ZINC00005482 ZINC 2.160e+03   2.28e-35 -47.2    0        0        -47.2      0  3  3 0.38
