# ROC for file ampc.dat
# NLIG: 13
# NDEC: 390
 0.2974  0.4615  1.5246
 0.3000  0.4615  1.5122
 0.3026  0.4615  1.5000
 0.3051  0.4615  1.4880
 0.3077  0.4615  1.4762
 0.3103  0.4615  1.4646
 0.3128  0.4615  1.4531
 0.3154  0.4615  1.4419
 0.3179  0.4615  1.4308
 0.3205  0.4615  1.4198
 0.3231  0.4615  1.4091
 0.3256  0.4615  1.3985
 0.3282  0.4615  1.3881
 0.3308  0.4615  1.3778
 0.3333  0.4615  1.3676
 0.3359  0.4615  1.3577
 0.3385  0.4615  1.3478
 0.3410  0.4615  1.3381
 0.3436  0.4615  1.3286
 0.3462  0.4615  1.3191
 0.3487  0.4615  1.3099
 0.3513  0.4615  1.3007
 0.3538  0.4615  1.2917
 0.3564  0.4615  1.2828
 0.3590  0.4615  1.2740
 0.3615  0.4615  1.2653
 0.3641  0.4615  1.2568
 0.3667  0.4615  1.2483
 0.3692  0.5385  1.4371
 0.3718  0.5385  1.4276
 0.3744  0.5385  1.4183
 0.3769  0.5385  1.4091
 0.3795  0.5385  1.4000
 0.3821  0.5385  1.3910
 0.3846  0.5385  1.3822
 0.3872  0.5385  1.3734
 0.3897  0.5385  1.3648
 0.3923  0.5385  1.3562
 0.3949  0.5385  1.3478
 0.3974  0.5385  1.3395
 0.4000  0.5385  1.3313
 0.4026  0.5385  1.3232
 0.4051  0.5385  1.3152
 0.4077  0.5385  1.3072
 0.4103  0.5385  1.2994
 0.4128  0.6154  1.4675
 0.4154  0.6154  1.4588
 0.4179  0.6154  1.4503
 0.4205  0.6154  1.4419
 0.4231  0.6154  1.4335
 0.4256  0.6154  1.4253
 0.4282  0.6154  1.4171
 0.4308  0.6154  1.4091
 0.4333  0.6154  1.4011
 0.4359  0.6154  1.3933
 0.4385  0.6154  1.3855
 0.4410  0.6154  1.3778
 0.4436  0.6154  1.3702
 0.4462  0.6154  1.3626
 0.4487  0.6154  1.3552
 0.4513  0.6154  1.3478
 0.4538  0.6154  1.3405
 0.4564  0.6154  1.3333
 0.4590  0.6154  1.3262
 0.4615  0.6154  1.3191
 0.4641  0.6923  1.4684
 0.4667  0.6923  1.4607
 0.4692  0.6923  1.4531
 0.4718  0.6923  1.4456
 0.4744  0.6923  1.4381
 0.4769  0.6923  1.4308
 0.4795  0.6923  1.4235
 0.4821  0.7692  1.5657
 0.4846  0.7692  1.5578
 0.4872  0.7692  1.5500
 0.4897  0.7692  1.5423
 0.4923  0.7692  1.5347
 0.4949  0.7692  1.5271
 0.4974  0.7692  1.5196
 0.5000  0.7692  1.5122
 0.5026  0.7692  1.5049
 0.5051  0.7692  1.4976
 0.5077  0.7692  1.4904
 0.5103  0.7692  1.4833
 0.5128  0.7692  1.4762
 0.5154  0.7692  1.4692
 0.5179  0.7692  1.4623
 0.5205  0.7692  1.4554
 0.5231  0.7692  1.4486
 0.5256  0.7692  1.4419
 0.5282  0.7692  1.4352
 0.5308  0.7692  1.4286
 0.5333  0.7692  1.4220
 0.5359  0.7692  1.4155
 0.5385  0.7692  1.4091
 0.5410  0.7692  1.4027
 0.5436  0.7692  1.3964
 0.5462  0.7692  1.3901
 0.5487  0.7692  1.3839
 0.5513  0.7692  1.3778
 0.5538  0.7692  1.3717
 0.5564  0.7692  1.3656
 0.5590  0.7692  1.3596
 0.5615  0.7692  1.3537
 0.5641  0.7692  1.3478
 0.5667  0.7692  1.3420
 0.5692  0.7692  1.3362
 0.5718  0.7692  1.3305
 0.5744  0.7692  1.3248
 0.5769  0.7692  1.3191
 0.5795  0.7692  1.3136
 0.5821  0.7692  1.3080
 0.5846  0.7692  1.3025
 0.5872  0.7692  1.2971
 0.5897  0.7692  1.2917
 0.5923  0.7692  1.2863
 0.5949  0.7692  1.2810
 0.5974  0.7692  1.2757
 0.6000  0.7692  1.2705
 0.6026  0.7692  1.2653
 0.6051  0.7692  1.2602
 0.6077  0.7692  1.2551
 0.6103  0.7692  1.2500
 0.6128  0.7692  1.2450
 0.6154  0.7692  1.2400
 0.6179  0.7692  1.2351
 0.6205  0.7692  1.2302
 0.6231  0.7692  1.2253
 0.6256  0.7692  1.2205
 0.6282  0.7692  1.2157
 0.6308  0.7692  1.2109
 0.6333  0.7692  1.2062
 0.6359  0.7692  1.2016
 0.6385  0.7692  1.1969
 0.6410  0.7692  1.1923
 0.6436  0.7692  1.1877
 0.6462  0.7692  1.1832
 0.6487  0.7692  1.1787
 0.6513  0.8462  1.2868
 0.6538  0.8462  1.2820
 0.6564  0.8462  1.2772
 0.6590  0.8462  1.2724
 0.6615  0.8462  1.2677
 0.6641  0.8462  1.2630
 0.6667  0.8462  1.2583
 0.6692  0.8462  1.2537
 0.6718  0.8462  1.2491
 0.6744  0.8462  1.2445
 0.6769  0.8462  1.2400
 0.6795  0.8462  1.2355
 0.6821  0.8462  1.2310
 0.6846  0.8462  1.2266
 0.6872  0.8462  1.2222
 0.6897  0.8462  1.2179
 0.6923  0.8462  1.2135
 0.6949  0.8462  1.2092
 0.6974  0.8462  1.2049
 0.7000  0.8462  1.2007
 0.7026  0.8462  1.1965
 0.7051  0.9231  1.2962
 0.7077  0.9231  1.2917
 0.7103  0.9231  1.2872
 0.7128  0.9231  1.2828
 0.7154  0.9231  1.2784
 0.7179  0.9231  1.2740
 0.7205  0.9231  1.2696
 0.7231  0.9231  1.2653
 0.7256  0.9231  1.2610
 0.7282  0.9231  1.2568
 0.7308  0.9231  1.2525
 0.7333  0.9231  1.2483
 0.7359  0.9231  1.2441
 0.7385  0.9231  1.2400
 0.7410  0.9231  1.2359
 0.7436  0.9231  1.2318
 0.7462  0.9231  1.2277
 0.7487  0.9231  1.2237
 0.7513  0.9231  1.2197
 0.7538  0.9231  1.2157
 0.7564  0.9231  1.2117
 0.7590  0.9231  1.2078
 0.7615  0.9231  1.2039
 0.7641  0.9231  1.2000
 0.7667  0.9231  1.1961
 0.7692  0.9231  1.1923
 0.7718  0.9231  1.1885
 0.7744  0.9231  1.1847
 0.7769  0.9231  1.1810
 0.7795  0.9231  1.1772
 0.7821  0.9231  1.1735
 0.7846  0.9231  1.1698
 0.7872  0.9231  1.1661
 0.7897  0.9231  1.1625
 0.7923  0.9231  1.1589
 0.7949  0.9231  1.1553
 0.7974  0.9231  1.1517
 0.8000  0.9231  1.1481
 0.8026  0.9231  1.1446
 0.8051  0.9231  1.1411
 0.8077  0.9231  1.1376
 0.8103  0.9231  1.1341
 0.8128  0.9231  1.1307
 0.8154  0.9231  1.1273
 0.8179  0.9231  1.1239
 0.8205  0.9231  1.1205
 0.8231  0.9231  1.1171
 0.8256  0.9231  1.1138
 0.8282  0.9231  1.1104
 0.8308  0.9231  1.1071
 0.8333  0.9231  1.1039
 0.8359  0.9231  1.1006
 0.8385  0.9231  1.0973
 0.8410  0.9231  1.0941
 0.8436  0.9231  1.0909
 0.8462  0.9231  1.0877
 0.8487  0.9231  1.0845
 0.8513  0.9231  1.0814
 0.8538  0.9231  1.0783
 0.8564  0.9231  1.0751
 0.8590  0.9231  1.0720
 0.8615  0.9231  1.0690
 0.8641  0.9231  1.0659
 0.8667  0.9231  1.0629
 0.8692  0.9231  1.0598
 0.8718  0.9231  1.0568
 0.8744  0.9231  1.0538
 0.8769  0.9231  1.0508
 0.8795  0.9231  1.0479
 0.8821  0.9231  1.0449
 0.8846  0.9231  1.0420
 0.8872  0.9231  1.0391
 0.8897  0.9231  1.0362
 0.8923  0.9231  1.0333
 0.8949  0.9231  1.0305
 0.8974  0.9231  1.0276
 0.9000  0.9231  1.0248
 0.9026  0.9231  1.0220
 0.9051  0.9231  1.0192
 0.9077  0.9231  1.0164
 0.9103  0.9231  1.0136
 0.9128  0.9231  1.0109
 0.9154  0.9231  1.0081
 0.9179  0.9231  1.0054
 0.9205  0.9231  1.0027
 0.9231  0.9231  1.0000
 0.9256  0.9231  0.9973
 0.9282  0.9231  0.9947
 0.9308  0.9231  0.9920
 0.9333  0.9231  0.9894
 0.9359  0.9231  0.9867
 0.9385  0.9231  0.9841
 0.9410  1.0000  1.0605
 0.9436  1.0000  1.0577
 0.9462  1.0000  1.0550
 0.9487  1.0000  1.0522
 0.9513  1.0000  1.0495
 0.9538  1.0000  1.0468
 0.9564  1.0000  1.0440
 0.9590  1.0000  1.0413
 0.9615  1.0000  1.0387
 0.9641  1.0000  1.0360
 0.9667  1.0000  1.0333
 0.9692  1.0000  1.0307
 0.9718  1.0000  1.0281
 0.9744  1.0000  1.0254
 0.9769  1.0000  1.0228
 0.9795  1.0000  1.0203
 0.9821  1.0000  1.0177
 0.9846  1.0000  1.0151
 0.9872  1.0000  1.0126
 0.9897  1.0000  1.0100
 0.9923  1.0000  1.0075
 0.9949  1.0000  1.0050
 0.9974  1.0000  1.0025
 1.0000  1.0000  1.0000
# AUC =  68.639%
# logAUC =  38.949%
# Adjusted logAUC =  24.449%
